feature,pearson_r,p_value,p_fdr_BH,n_samples,fisher_z,t_statistic,abs_r,neg_log10_p,sig_p_0_05,sig_p_0_01,sig_p_0_001,sig_fdr_0_05,sig_fdr_0_10
"Diagnoses - ICD10 (R258 - R25.8 Other and unspecified abnormal involuntary movements)",-0.0169177320709594,0.000356493731554953,0.00837190077511179,44535,-3.57042307913255,-3.57063351897673,0.0169177320709594,3.44794810220771,1,1,1,1,1
"Diagnoses - secondary ICD10 (R410)",-0.0169097035591993,0.000358807107542694,0.00841452501508109,44535,-3.56872836907785,-3.56893854743327,0.0169097035591993,3.4451389626848,1,1,1,1,1
"Diagnoses - main ICD10 (M706)",-0.0169059717355451,0.000359887186369162,0.00842814860172441,44535,-3.56794063182341,-3.56815068871169,0.0169059717355451,3.4438336159429,1,1,1,1,1
"Mobility problems today (0.0)",-0.0194246017622353,0.000362204868975337,0.00846412412078339,33702,-3.56627855028773,-3.566555796091,0.0194246017622353,3.44104571593552,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y983 - Y98.3 Radiology of three body areas (or 20-40 minutes))",-0.016897241111971,0.000362425924745419,0.00846412412078339,44535,-3.56609771623264,-3.56630748914202,0.016897241111971,3.44078074429769,1,1,1,1,1
"Operative procedures - main OPCS4 (W461 - W46.1 Primary prosthetic replacement of head of femur using cement)",-0.0168703952958532,0.000370337599045473,0.00862503497914871,44535,-3.56043093391046,-3.56063983531637,0.0168703952958532,3.4314021933542,1,1,1,1,1
"Operative procedures - OPCS4 (W461 - W46.1 Primary prosthetic replacement of head of femur using cement)",-0.0168703952958532,0.000370337599045473,0.00862503497914871,44535,-3.56043093391046,-3.56063983531637,0.0168703952958532,3.4314021933542,1,1,1,1,1
"Liking for strawberries (0.0)",0.0193697987144495,0.000374700188800183,0.00871461802739818,33724,3.55737503786594,3.55765029583901,0.0193697987144495,3.42631608807819,1,1,1,1,1
"Diagnoses - ICD10 (Y95 - Y95 Nosocomial condition)",-0.0168531403641575,0.000375507692577126,0.00872037960485771,44535,-3.55678865800822,-3.55699700061853,0.0168531403641575,3.42538116169689,1,1,1,1,1
"Liking for beetroot (0.0)",0.0193728883195554,0.000376150731336298,0.00872037960485771,33694,3.556359583728,3.55663488107427,0.0193728883195554,3.42463808946088,1,1,1,1,1
"Frequency of walking for pleasure in last 4 weeks (2.0)",0.0185596029351635,0.000376497289425009,0.00872037960485771,36707,3.55611053515244,3.55636318673994,0.0185596029351635,3.42423814613526,1,1,1,1,1
"Standard PRS for schizophrenia (SCZ) (0.0)",-0.0170650857558438,0.000384539365220999,0.00889444819418708,43283,-3.55053881203209,-3.55075219763395,0.0170650857558438,3.41505919494404,1,1,1,1,1
"Operative procedures - secondary OPCS4 (X337 - X33.7 Autologous transfusion of red blood cells)",-0.0168215363283071,0.000385152580611814,0.00889644503916619,44535,-3.55011749144342,-3.55032481331469,0.0168215363283071,3.41436718791905,1,1,1,1,1
"Diagnoses - ICD10 (D181 - D18.1 Lymphangioma, any site)",-0.0168157480030913,0.000386943948737723,0.00892561280660717,44535,-3.54889565833576,-3.54910279364193,0.0168157480030913,3.41235194070958,1,1,1,1,1
"Operative procedures - main OPCS4 (A542 - A54.2 Injection of therapeutic substance into cerebrospinal fluid)",-0.0167915469652298,0.000394518336155722,0.00907553420434517,44535,-3.54378716610597,-3.54399352267042,0.0167915469652298,3.40393280714102,1,1,1,1,1
"Operative procedures - OPCS4 (A542 - A54.2 Injection of therapeutic substance into cerebrospinal fluid)",-0.0167915469652298,0.000394518336155722,0.00907553420434517,44535,-3.54378716610597,-3.54399352267042,0.0167915469652298,3.40393280714102,1,1,1,1,1
"Diagnoses - ICD10 (N319 - N31.9 Neuromuscular dysfunction of bladder, unspecified)",-0.0167636531001217,0.000403420274728668,0.00926768889631778,44535,-3.53789917612369,-3.53810463769552,0.0167636531001217,3.39424227919832,1,1,1,1,1
"Operative procedures - main OPCS4 (J185 - J18.5 Partial cholecystectomy NEC)",-0.0167520145896481,0.000407189732730234,0.00934157423525815,44535,-3.53544245715088,-3.53564754610851,0.0167520145896481,3.39020318124797,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Z233 - Z23.3 Ethmoid sinus)",-0.0167433901593703,0.000410004190813298,0.00938197131466808,44535,-3.53362196694755,-3.53382678009788,0.0167433901593703,3.38721170416371,1,1,1,1,1
"Diagnoses - main ICD10 (M9078)",-0.0167432139620751,0.000410061879196034,0.00938197131466808,44535,-3.53358477429921,-3.53378958181752,0.0167432139620751,3.3871506023885,1,1,1,1,1
"Diagnoses - secondary ICD10 (F329)",-0.0166954467732585,0.000425983919329905,0.00973306965884364,44535,-3.52350183387268,-3.52370511859681,0.0166954467732585,3.37060679497733,1,1,1,1,1
"Cancer code, self-reported (1050.0 - multiple myeloma)",-0.0166676913208048,0.000435498790064854,0.00993265765362255,44535,-3.51764307962255,-3.51784548321445,0.0166676913208048,3.36101304724389,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Z926 - Z92.6 Abdomen NEC)",-0.0166665457791206,0.000435895725278905,0.00993265765362255,44535,-3.51740127329685,-3.5176036405804,0.0166665457791206,3.36061738997953,1,1,1,1,1
"Operative procedures - main OPCS4 (U051 - U05.1 Computed tomography of head)",-0.0166644037283348,0.000436638861618765,0.00993618218117635,44535,-3.51694911916867,-3.51715141857151,0.0166644037283348,3.3598776139418,1,1,1,1,1
"Liking for raw carrots (0.0)",0.0191233794827035,0.000446449634570665,0.0101457632297788,33704,3.51106594529368,3.5113320972087,0.0191233794827035,3.35022752817924,1,1,1,1,1
"Operative procedures - OPCS4 (U202 - U20.2 Transoesophageal echocardiography)",-0.0166307676692007,0.000448464329925855,0.010176973551607,44535,-3.50984906625189,-3.51005030185887,0.0166307676692007,3.34827209427525,1,1,1,1,1
"Diagnoses - secondary ICD10 (K729)",-0.0166291838825702,0.000449028445125686,0.010176973551607,44535,-3.50951475353563,-3.5097159391508,0.0166291838825702,3.347726146369,1,1,1,1,1
"Central augmentation pressure during PWA (2.1)",-0.018245757308569,0.000451468446941245,0.0102055046051865,36962,-3.50808574728391,-3.50832789997175,0.018245757308569,3.34537259706289,1,1,1,1,1
"Nap during day (0.0)",-0.0166266672194626,0.000451528570024575,0.0102055046051865,44511,-3.50803783491811,-3.50823890815415,0.0166266672194626,3.34531476492641,1,1,1,1,1
"Frequency of drinking alcohol (0.0)",0.0210481604259313,0.000452100529741163,0.0102055046051865,27768,3.50773786516451,3.50806012249162,0.0210481604259313,3.34476498408818,1,1,1,1,1
"Date of chronic obstructive pulmonary disease report (0.0)",-0.0166170300910865,0.000453379489419971,0.0102207111867239,44535,-3.50694927783517,-3.50715008011218,0.0166170300910865,3.34353813095236,1,1,1,1,1
"Diagnoses - secondary ICD10 (N085)",-0.0165997053685812,0.000459649770835581,0.0103344692151249,44535,-3.50329230108933,-3.50349255783006,0.0165997053685812,3.33757295207043,1,1,1,1,1
"Diagnoses - ICD10 (N085 - N08.5 Glomerular disorders in systemic connective tissue disorders)",-0.0165997053685812,0.000459649770835581,0.0103344692151249,44535,-3.50329230108933,-3.50349255783006,0.0165997053685812,3.33757295207043,1,1,1,1,1
"Interval between previous point and current one in numeric path (trail #1) (1.22)",-0.0192921411239373,0.000460361544139045,0.0103367083414731,32963,-3.50290145638183,-3.50317194482087,0.0192921411239373,3.33690096190095,1,1,1,1,1
"Gynoid tissue fat percentage (2.0)",0.0202081082270719,0.000462501861116063,0.0103709746679213,30021,3.50167361270542,3.50197034055849,0.0202081082270719,3.33488651531239,1,1,1,1,1
"Duration to entering symbol choice (1.8)",-0.0194378012662659,0.000464930825778103,0.0104116140494208,32422,-3.50027083953397,-3.50054530387822,0.0194378012662659,3.33261165833076,1,1,1,1,1
"Interval between previous point and current one in numeric path (trail #1) (1.23)",-0.0192678003610471,0.000468060226830191,0.01046059225882,32963,-3.49848077461719,-3.49875037413184,0.0192678003610471,3.32969826124822,1,1,1,1,1
"Interval between previous point and current one in alphanumeric path (trail #2) (1.12)",-0.0202924296833177,0.000468356988313174,0.01046059225882,29715,-3.49832066274393,-3.49861969899116,0.0202924296833177,3.32942299531605,1,1,1,1,1
"Diagnoses - secondary ICD10 (M4786)",-0.0165699533604375,0.000470606969661419,0.0104969599507702,44535,-3.49701212448837,-3.49721144682635,0.0165699533604375,3.32734164523675,1,1,1,1,1
"Diagnoses - ICD10 (C500 - C50.0 Nipple and areola)",-0.0165248762574589,0.000487673286004827,0.0108632762984057,44535,-3.48749707545366,-3.48769498798461,0.0165248762574589,3.31187103374296,1,1,1,1,1
"Operative procedures - OPCS4 (W823 - W82.3 Endoscopic repair of semilunar cartilage)",-0.0165020832754579,0.000496520835265401,0.0110457895961216,44535,-3.48268585016094,-3.48288305253208,0.0165020832754579,3.30406252269541,1,1,1,1,1
"Cancer code, self-reported (1022.0 - colon cancer/sigmoid cancer)",-0.0164825508228156,0.00050422159338268,0.0112023442161402,44535,-3.4785628721093,-3.47875946734976,0.0164825508228156,3.29737855952007,1,1,1,1,1
"Diagnoses - ICD10 (R33 - R33 Retention of urine)",-0.0164780726479693,0.000506002754897944,0.011226056124737,44535,-3.47761760375872,-3.47781405999054,0.0164780726479693,3.29584711866669,1,1,1,1,1
"Diagnoses - secondary ICD10 (J450)",-0.0164765277596076,0.000506618582591031,0.011226056124737,44535,-3.4772915035106,-3.47748791180317,0.0164765277596076,3.2953188844848,1,1,1,1,1
"Operative procedures - OPCS4 (X337 - X33.7 Autologous transfusion of red blood cells)",-0.0164648420246441,0.000511299463090524,0.0113149297959155,44535,-3.47482483968254,-3.47502088562543,0.0164648420246441,3.29132466332069,1,1,1,1,1
"Operative procedures - OPCS4 (W838 - W83.8 Other specified therapeutic endoscopic operations on other articular cartilage)",-0.0164607200489513,0.000512960172401166,0.0113368226583687,44535,-3.47395475956126,-3.47415067780383,0.0164607200489513,3.28991635336357,1,1,1,1,1
"Liking for fresh tomatoes (0.0)",0.018906084000411,0.000515983135480334,0.0113887258073012,33728,3.47239654218176,3.47265494116365,0.018906084000411,3.28736449272845,1,1,1,1,1
"Job involves mainly walking or standing (0.0)",0.0191922860640609,0.000519407396207415,0.0114493392754076,32696,3.47062289347093,3.47088909533967,0.0191922860640609,3.28449187043795,1,1,1,1,1
"Mineral and other dietary supplements (0.0)",-0.0165223253378609,0.000531896335092237,0.0117017445010952,43956,-3.46421593188245,-3.46441298693404,0.0165223253378609,3.27417300207405,1,1,1,1,1
"Diagnoses - main ICD10 (I7080)",-0.0164137462746978,0.000532243990337052,0.0117017445010952,44535,-3.46403938987199,-3.46423385701879,0.0164137462746978,3.27388923355933,1,1,1,1,1
"Operative procedures - OPCS4 (M293 - M29.3 Endoscopic removal of tubal prosthesis from ureter)",-0.016411441125902,0.000533207477223007,0.0117076830336937,44535,-3.463552812322,-3.46374720845615,0.016411441125902,3.27310376905952,1,1,1,1,1
"Diagnoses - ICD10 (M8098 - M80.98 Unspecified osteoporosis with pathological fracture (Other))",-0.0164039553643711,0.000536347532881083,0.0117548593372656,44535,-3.46197269613742,-3.4621668617914,0.0164039553643711,3.27055371272703,1,1,1,1,1
"Diagnoses - ICD10 (F329 - F32.9 Depressive episode, unspecified)",-0.0164030026808043,0.000536748389045411,0.0117548593372656,44535,-3.46177160096388,-3.46196573729947,0.0164030026808043,3.27022925034721,1,1,1,1,1
"Diagnoses - secondary ICD10 (B977)",-0.0164010911751924,0.000537553526274381,0.0117572426051074,44535,-3.46136811490815,-3.46156219242757,0.0164010911751924,3.26957828488546,1,1,1,1,1
"Liking for butternut squash (0.0)",0.0193666440790278,0.000549619508497584,0.0120055956028224,31829,3.4554109541315,3.45568130286814,0.0193666440790278,3.25993786058736,1,1,1,1,1
"Operative procedures - secondary OPCS4 (D021 - D02.1 Excision of lesion of external ear)",-0.0163696479882051,0.000550960122139375,0.0120179042086263,44535,-3.45473100096016,-3.45492411280226,0.0163696479882051,3.25887983374633,1,1,1,1,1
"Treatment/medication code (1140881702.0 - adalate 10mg capsule)",-0.016368150078861,0.000551606500543997,0.0120179042086263,44535,-3.45441481832771,-3.45460788425164,0.016368150078861,3.25837062441469,1,1,1,1,1
"Diagnoses - secondary ICD10 (S832)",-0.0163206581050131,0.00057247022769045,0.0124563914878264,44535,-3.44439009597817,-3.44458171006214,0.0163206581050131,3.24224709464042,1,1,1,1,1
"Underlying (primary) cause of death: ICD10 (J841 - J84.1 Other interstitial pulmonary diseases with fibrosis)",-0.0163169185009333,0.000574143899925363,0.0124767306952893,44535,-3.4436007318356,-3.4437922319296,0.0163169185009333,3.24097924503896,1,1,1,1,1
"Diagnoses - ICD10 (K429 - K42.9 Umbilical hernia without obstruction or gangrene)",-0.0162842475331288,0.000588960885778864,0.0127822680673215,44535,-3.43670447367003,-3.43689497994191,0.0162842475331288,3.22991354673152,1,1,1,1,1
"Diagnoses - ICD10 (N200 - N20.0 Calculus of kidney)",-0.016261649377873,0.00059941705474061,0.0129924993187358,44535,-3.43193441074091,-3.43212423174529,0.016261649377873,3.22227090457628,1,1,1,1,1
"External causes - ICD10 (Y95 - Y95 Nosocomial condition)",-0.0162553065686414,0.00060238277627906,0.0130400425352204,44535,-3.43059555875976,-3.43078518773988,0.0162553065686414,3.22012745426071,1,1,1,1,1
"Operative procedures - OPCS4 (E491 - E49.1 Diagnostic fibreoptic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract)",-0.0162347419445301,0.000612092401315527,0.013233265296047,44535,-3.42625474151532,-3.42644374886503,0.0162347419445301,3.21318301191924,1,1,1,1,1
"Operative procedures - secondary OPCS4 (T272 - T27.2 Repair of ventral hernia using insert of prosthetic material)",-0.0162304116845615,0.000614155415990143,0.0132600825898688,44535,-3.42534070294882,-3.42552957958772,0.0162304116845615,3.21172171393048,1,1,1,1,1
"Non-cancer illness code, self-reported (1220.0 - diabetes)",-0.0162288449175733,0.000614903444943277,0.0132600825898688,44535,-3.42500998716612,-3.4251988165273,0.0162288449175733,3.21119307385133,1,1,1,1,1
"Operative procedures - OPCS4 (S628 - S62.8 Other specified other operations on subcutaneous tissue)",-0.0162268148681184,0.000615873921880455,0.0132640703711116,44535,-3.42458148097455,-3.42477024909084,0.0162268148681184,3.2105081849716,1,1,1,1,1
"Diagnoses - ICD10 (Z115 - Z11.5 Special screening examination for other viral diseases)",-0.0162232277643441,0.000617592242552142,0.013284133777698,44535,-3.42382430925479,-3.42401296918565,0.0162232277643441,3.20929816772083,1,1,1,1,1
"Operative procedures - main OPCS4 (U264 - U26.4 Urodynamics NEC)",-0.0161928661583471,0.000632315969812592,0.0135835307255542,44535,-3.41741553543161,-3.41760328143538,0.0161928661583471,3.19906584947905,1,1,1,1,1
"Values wanted (1.0)",0.0188307900026162,0.000638329669105883,0.0136952941078181,32881,3.41485743356654,3.41511123710726,0.0188307900026162,3.19495496940457,1,1,1,1,1
"Diagnoses - main ICD10 (L97)",-0.0161771980841331,0.000640041240887525,0.0137145892796775,44535,-3.41410829703958,-3.414295572646,0.0161771980841331,3.19379204146481,1,1,1,1,1
"Diagnoses - secondary ICD10 (D233)",-0.0161646313400391,0.000646300721004514,0.0138180131784671,44535,-3.41145569283483,-3.41164259176035,0.0161646313400391,3.18956535958389,1,1,1,1,1
"Diagnoses - ICD10 (R798 - R79.8 Other specified abnormal findings of blood chemistry)",-0.0161642239037233,0.000646504614213149,0.0138180131784671,44535,-3.41136969068106,-3.41155657740295,0.0161642239037233,3.18942837113911,1,1,1,1,1
"Current employment status (0.0)",-0.0161774002029948,0.000647731875422817,0.0138267417402203,44449,-3.41085267081057,-3.41103984565745,0.0161774002029948,3.18860473042857,1,1,1,1,1
"Anterior thigh muscle fat infiltration (MFI) (left) (2.0)",-0.0179901686615039,0.000655320058529226,0.0139702424846362,35875,-3.40768850731348,-3.4079198643012,0.0179901686615039,3.18354653862827,1,1,1,1,1
"Operative procedures - main OPCS4 (G211 - G21.1 Intubation of oesophagus for pH manometry)",-0.016145165530004,0.000656109108102844,0.0139702424846362,44535,-3.40734682721118,-3.40753314372466,0.016145165530004,3.18302393332737,1,1,1,1,1
"Treatment/medication code (1141152848.0 - quetiapine)",-0.0161190458983292,0.000669487769960093,0.0142371549065191,44535,-3.40183346930314,-3.4020190063539,0.0161190458983292,3.17425735216558,1,1,1,1,1
"Index of Multiple Deprivation (England) (0.0)",-0.0169446555131475,0.000672760608438016,0.0142887583314162,40269,-3.40050610475808,-3.40071109185304,0.0169446555131475,3.1721394453297,1,1,1,1,1
"Diagnoses - main ICD10 (K073)",-0.0160781217255918,0.000690960349666463,0.0146568662112038,44535,-3.39319516343503,-3.39337948389498,0.0160781217255918,3.16054687363178,1,1,1,1,1
"Operative procedures - main OPCS4 (C601 - C60.1 Trabeculectomy)",-0.0160744517648243,0.000692916897936272,0.0146799270033299,44535,-3.39242050584858,-3.39260471748632,0.0160744517648243,3.1593188475409,1,1,1,1,1
"Arms total mass (2.0)",0.0195674893023717,0.000697504960133284,0.0147586105912913,30021,3.39063795644396,3.39091086737746,0.0195674893023717,3.15645269966604,1,1,1,1,1
"Diagnoses - ICD10 (B977 - B97.7 Papillomavirus as the cause of diseases classified to other chapters)",-0.0160595410431835,0.000700919255120518,0.0148122923938798,44535,-3.38927314245147,-3.38945691242457,0.0160595410431835,3.15433200924498,1,1,1,1,1
"Treatment/medication code (1141194800.0 - bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet)",-0.0160536282028122,0.00070411630096708,0.0148612546772864,44535,-3.38802505724275,-3.38820865228278,0.0160536282028122,3.15235560123195,1,1,1,1,1
"Diagnoses - ICD10 (C851 - C85.1 B-cell lymphoma, unspecified)",-0.0160435866821706,0.00070957676947622,0.014931405552627,44535,-3.38590548874631,-3.38608878697669,0.0160435866821706,3.14900061112086,1,1,1,1,1
"Diagnoses - secondary ICD10 (K219)",-0.0160414352269463,0.000710751813763705,0.014931405552627,44535,-3.38545135874098,-3.38563459342261,0.0160414352269463,3.14828202336237,1,1,1,1,1
"Diagnoses - secondary ICD10 (I48)",-0.0160412970934593,0.000710827318834439,0.014931405552627,44535,-3.38542220147189,-3.38560543207393,0.0160412970934593,3.14823588954561,1,1,1,1,1
"Diagnoses - secondary ICD10 (G258)",-0.0160397635376371,0.000711666075755988,0.014931405552627,44535,-3.38509849793322,-3.38528168324802,0.0160397635376371,3.14772373596193,1,1,1,1,1
